"Timestamp","320.002-SB401_R_Tl","320.002-RT502_Tl"
"30/03/2022 09:46:00","60,000","33,090"
"30/03/2022 09:45:50","60,000","33,070"
"30/03/2022 09:45:40","60,000","33,050"
"30/03/2022 09:45:30","60,000","33,030"
"30/03/2022 09:45:20","60,000","33,010"
"30/03/2022 09:45:10","60,000","32,990"
"30/03/2022 09:45:00","60,000","32,970"
"30/03/2022 09:44:50","60,000","32,950"
"30/03/2022 09:44:40","60,000","32,930"
"30/03/2022 09:44:30","60,000","32,910"
"30/03/2022 09:44:20","60,000","32,890"
"30/03/2022 09:44:10","60,000","32,870"
"30/03/2022 09:44:00","60,000","32,850"
"30/03/2022 09:43:50","60,000","32,830"
"30/03/2022 09:43:40","60,000","32,810"
"30/03/2022 09:43:30","60,000","32,790"
"30/03/2022 09:43:20","60,000","32,760"
"30/03/2022 09:43:10","60,000","32,740"
"30/03/2022 09:43:00","60,000","32,720"
"30/03/2022 09:42:50","60,000","32,690"
"30/03/2022 09:42:40","60,000","32,670"
"30/03/2022 09:42:30","60,000","32,650"
"30/03/2022 09:42:20","60,000","32,620"
"30/03/2022 09:42:10","60,000","32,600"
"30/03/2022 09:42:00","60,000","32,580"
"30/03/2022 09:41:50","60,000","32,550"
"30/03/2022 09:41:40","60,000","32,520"
"30/03/2022 09:41:30","60,000","32,490"
"30/03/2022 09:41:20","60,000","32,470"
"30/03/2022 09:41:10","60,000","32,440"
"30/03/2022 09:41:00","60,000","32,410"
"30/03/2022 09:40:50","60,000","32,380"
"30/03/2022 09:40:40","60,000","32,350"
"30/03/2022 09:40:30","60,000","32,320"
"30/03/2022 09:40:20","60,000","32,290"
"30/03/2022 09:40:10","60,000","32,260"
"30/03/2022 09:40:00","60,000","32,230"
"30/03/2022 09:39:50","60,000","32,200"
"30/03/2022 09:39:40","60,000","32,170"
"30/03/2022 09:39:30","60,000","32,130"
"30/03/2022 09:39:20","60,000","32,100"
"30/03/2022 09:39:10","60,000","32,060"
"30/03/2022 09:39:00","60,000","32,030"
"30/03/2022 09:38:50","60,000","31,990"
"30/03/2022 09:38:40","60,000","31,960"
"30/03/2022 09:38:30","60,000","31,920"
"30/03/2022 09:38:20","60,000","31,880"
"30/03/2022 09:38:10","60,000","31,840"
"30/03/2022 09:38:00","60,000","31,800"
"30/03/2022 09:37:50","60,000","31,760"
"30/03/2022 09:37:40","60,000","31,720"
"30/03/2022 09:37:30","60,000","31,680"
"30/03/2022 09:37:20","60,000","31,630"
"30/03/2022 09:37:10","60,000","31,590"
"30/03/2022 09:37:00","60,000","31,540"
"30/03/2022 09:36:50","60,000","31,500"
"30/03/2022 09:36:40","60,000","31,450"
"30/03/2022 09:36:30","60,000","31,410"
"30/03/2022 09:36:20","60,000","31,360"
"30/03/2022 09:36:10","60,000","31,310"
"30/03/2022 09:36:00","60,000","31,260"
"30/03/2022 09:35:50","60,000","31,210"
"30/03/2022 09:35:40","60,000","31,160"
"30/03/2022 09:35:30","60,000","31,110"
"30/03/2022 09:35:20","60,000","31,050"
"30/03/2022 09:35:10","60,000","30,990"
"30/03/2022 09:35:00","60,000","30,940"
"30/03/2022 09:34:50","60,000","30,880"
"30/03/2022 09:34:40","60,000","30,830"
"30/03/2022 09:34:30","60,000","30,770"
"30/03/2022 09:34:20","60,000","30,710"
"30/03/2022 09:34:10","60,000","30,650"
"30/03/2022 09:34:00","60,000","30,590"
"30/03/2022 09:33:50","60,000","30,530"
"30/03/2022 09:33:40","60,000","30,480"
"30/03/2022 09:33:30","60,000","30,420"
"30/03/2022 09:33:20","60,000","30,360"
"30/03/2022 09:33:10","60,000","30,300"
"30/03/2022 09:33:00","60,000","30,240"
"30/03/2022 09:32:50","60,000","30,190"
"30/03/2022 09:32:40","60,000","30,130"
"30/03/2022 09:32:30","60,000","30,080"
"30/03/2022 09:32:20","60,000","30,030"
"30/03/2022 09:32:10","60,000","29,980"
"30/03/2022 09:32:00","60,000","29,930"
"30/03/2022 09:31:50","60,000","29,880"
"30/03/2022 09:31:40","60,000","29,840"
"30/03/2022 09:31:30","60,000","29,800"
"30/03/2022 09:31:20","60,000","29,760"
"30/03/2022 09:31:10","60,000","29,720"
"30/03/2022 09:31:00","60,000","29,690"
"30/03/2022 09:30:50","60,000","29,650"
"30/03/2022 09:30:40","60,000","29,610"
"30/03/2022 09:30:30","60,000","29,580"
"30/03/2022 09:30:20","60,000","29,550"
"30/03/2022 09:30:10","60,000","29,520"
"30/03/2022 09:30:00","60,000","29,480"
"30/03/2022 09:29:50","60,000","29,450"
"30/03/2022 09:29:40","60,000","29,430"
"30/03/2022 09:29:30","60,000","29,390"
"30/03/2022 09:29:20","60,000","29,370"
"30/03/2022 09:29:10","60,000","29,340"
"30/03/2022 09:29:00","60,000","29,320"
