"Timestamp","320.001-SB401_R_Tl_Etl","320.001-RT502_Tl_Etl"
"22/03/2022 20:57:40","40,000","36,570"
"22/03/2022 20:57:30","40,000","36,570"
"22/03/2022 20:57:20","40,000","36,570"
"22/03/2022 20:57:10","40,000","36,570"
"22/03/2022 20:57:00","40,000","36,570"
"22/03/2022 20:56:50","40,000","36,570"
"22/03/2022 20:56:40","40,000","36,570"
"22/03/2022 20:56:30","40,000","36,570"
"22/03/2022 20:56:20","40,000","36,570"
"22/03/2022 20:56:10","40,000","36,570"
"22/03/2022 20:56:00","40,000","36,570"
"22/03/2022 20:55:50","40,000","36,570"
"22/03/2022 20:55:40","40,000","36,570"
"22/03/2022 20:55:30","40,000","36,570"
"22/03/2022 20:55:20","40,000","36,580"
"22/03/2022 20:55:10","40,000","36,570"
"22/03/2022 20:55:00","40,000","36,570"
"22/03/2022 20:54:50","40,000","36,580"
"22/03/2022 20:54:40","40,000","36,580"
"22/03/2022 20:54:30","40,000","36,580"
"22/03/2022 20:54:20","40,000","36,580"
"22/03/2022 20:54:10","40,000","36,580"
"22/03/2022 20:54:00","40,000","36,580"
"22/03/2022 20:53:50","40,000","36,580"
"22/03/2022 20:53:40","40,000","36,580"
"22/03/2022 20:53:30","40,000","36,580"
"22/03/2022 20:53:20","40,000","36,580"
"22/03/2022 20:53:10","40,000","36,580"
"22/03/2022 20:53:00","40,000","36,580"
"22/03/2022 20:52:50","40,000","36,590"
"22/03/2022 20:52:40","40,000","36,580"
"22/03/2022 20:52:30","40,000","36,590"
"22/03/2022 20:52:20","40,000","36,590"
"22/03/2022 20:52:10","40,000","36,590"
"22/03/2022 20:52:00","40,000","36,590"
"22/03/2022 20:51:50","40,000","36,590"
"22/03/2022 20:51:40","40,000","36,590"
"22/03/2022 20:51:30","40,000","36,590"
"22/03/2022 20:51:20","40,000","36,590"
"22/03/2022 20:51:10","40,000","36,590"
"22/03/2022 20:51:00","40,000","36,590"
"22/03/2022 20:50:50","40,000","36,590"
"22/03/2022 20:50:40","40,000","36,590"
"22/03/2022 20:50:30","40,000","36,590"
"22/03/2022 20:50:20","40,000","36,590"
"22/03/2022 20:50:10","40,000","36,590"
"22/03/2022 20:50:00","40,000","36,590"
"22/03/2022 20:49:50","40,000","36,590"
"22/03/2022 20:49:40","40,000","36,590"
"22/03/2022 20:49:30","40,000","36,590"
"22/03/2022 20:49:20","40,000","36,590"
"22/03/2022 20:49:10","40,000","36,590"
"22/03/2022 20:49:00","40,000","36,590"
"22/03/2022 20:48:50","40,000","36,590"
"22/03/2022 20:48:40","40,000","36,590"
"22/03/2022 20:48:30","40,000","36,590"
"22/03/2022 20:48:20","40,000","36,590"
"22/03/2022 20:48:10","40,000","36,590"
"22/03/2022 20:48:00","40,000","36,590"
"22/03/2022 20:47:50","40,000","36,590"
"22/03/2022 20:47:40","40,000","36,590"
"22/03/2022 20:47:30","40,000","36,590"
"22/03/2022 20:47:20","40,000","36,590"
"22/03/2022 20:47:10","40,000","36,590"
"22/03/2022 20:47:00","40,000","36,590"
"22/03/2022 20:46:50","40,000","36,590"
"22/03/2022 20:46:40","40,000","36,580"
"22/03/2022 20:46:30","40,000","36,590"
"22/03/2022 20:46:20","40,000","36,590"
"22/03/2022 20:46:10","40,000","36,590"
"22/03/2022 20:46:00","40,000","36,590"
"22/03/2022 20:45:50","40,000","36,590"
"22/03/2022 20:45:40","40,000","36,590"
"22/03/2022 20:45:30","40,000","36,590"
"22/03/2022 20:45:20","40,000","36,590"
"22/03/2022 20:45:10","40,000","36,590"
"22/03/2022 20:45:00","40,000","36,590"
"22/03/2022 20:44:50","40,000","36,590"
"22/03/2022 20:44:40","40,000","36,590"
"22/03/2022 20:44:30","40,000","36,590"
"22/03/2022 20:44:20","40,000","36,590"
"22/03/2022 20:44:10","40,000","36,600"
"22/03/2022 20:44:00","40,000","36,590"
"22/03/2022 20:43:50","40,000","36,590"
"22/03/2022 20:43:40","40,000","36,590"
"22/03/2022 20:43:30","40,000","36,590"
"22/03/2022 20:43:20","40,000","36,600"
"22/03/2022 20:43:10","40,000","36,600"
"22/03/2022 20:43:00","40,000","36,600"
"22/03/2022 20:42:50","40,000","36,600"
"22/03/2022 20:42:40","40,000","36,600"
"22/03/2022 20:42:30","40,000","36,600"
"22/03/2022 20:42:20","40,000","36,600"
"22/03/2022 20:42:10","40,000","36,610"
"22/03/2022 20:42:00","40,000","36,600"
"22/03/2022 20:41:50","40,000","36,610"
"22/03/2022 20:41:40","40,000","36,610"
"22/03/2022 20:41:30","40,000","36,610"
"22/03/2022 20:41:20","40,000","36,610"
"22/03/2022 20:41:10","40,000","36,610"
"22/03/2022 20:41:00","40,000","36,610"
"22/03/2022 20:40:50","40,000","36,610"
"22/03/2022 20:40:40","40,000","36,610"
"22/03/2022 20:40:30","40,000","36,610"
"22/03/2022 20:40:20","40,000","36,610"
"22/03/2022 20:40:10","40,000","36,610"
"22/03/2022 20:40:00","40,000","36,610"
"22/03/2022 20:39:50","40,000","36,610"
"22/03/2022 20:39:40","40,000","36,610"
"22/03/2022 20:39:30","40,000","36,610"
"22/03/2022 20:39:20","40,000","36,620"
"22/03/2022 20:39:10","40,000","36,610"
"22/03/2022 20:39:00","40,000","36,620"
"22/03/2022 20:38:50","40,000","36,620"
"22/03/2022 20:38:40","40,000","36,620"
"22/03/2022 20:38:30","40,000","36,620"
"22/03/2022 20:38:20","40,000","36,620"
"22/03/2022 20:38:10","40,000","36,620"
"22/03/2022 20:38:00","40,000","36,620"
"22/03/2022 20:37:50","40,000","36,620"
"22/03/2022 20:37:40","40,000","36,610"
"22/03/2022 20:37:30","40,000","36,620"
"22/03/2022 20:37:20","40,000","36,620"
"22/03/2022 20:37:10","40,000","36,620"
"22/03/2022 20:37:00","40,000","36,620"
